Par_ref_offre|Par_cle|Par_nom|Code_rome|Code_OGR|Libelle_metier_OGR|Description|Off_experience_duree_min|Off_experience_duree_max|Exp_cle|Exp_libelle|Dur_cle_experience|Dur_libelle_experience|Off_experience_commentaire|Qua_cle|Qua_libelle|SCN_cle|SCN_libelle|Tfm_cle_1|Tfm_libelle_1|Dfm_cle_1|Dfm_libelle_1|Dfm_exi_cle_1|Dfm_exi_libelle_1|Tfm_cle_2|Tfm_libelle_2|Dfm_cle_2|Dfm_libelle_2|Dfm_exi_cle_2|Dfm_exi_libelle_2|Lan_cle_1|Lan_libelle_1|NVL_cle_1|NVL_libelle_1|"Lan_exi_cle_1 "|"Lan_exi_libelle_1 "|Lan_cle_2|Lan_libelle_2|NVL_cle_2|NVL_libelle_2|"Lan_exi_cle_2 "|"Lan_exi_libelle_2 "|Off_salaire_min|Off_salaire_max|TSA_cle|TSA_libelle|UMO_cle|UMO_libelle|Off_salaire_nb_mois|Off_salaire_cpt_commentaire|Off_travail_hebdo_nb_hh|Off_travail_hebdo_nb_mi|THO_cle|THO_libelle|Off_THO_commentaire|NTC_cle|NTC_libelle|TCO_cle|TCO_libelle|Off_contrat_duree_MO|Off_contrat_duree_JO|Off_adr_id|Off_adr_norme|Off_adr_compl_1|Off_adr_compl_2|Off_adr_no_voie|Off_adr_nom_voie|CPO_cle|COM_cle|COM_libelle|DEP_cle|DEP_libelle|REG_cle|REG_libelle|Pay_cle|Pay_libelle|CON_cle|CON_libelle|Coordonnee_geo_loc_1|Coordonnee_geo_loc_2|PCO_cle_1|PCO_libelle_1|PCO_exi_cle_1|PCO_exi_libelle_1|PCO_cle_2|PCO_libelle_2|PCO_exi_cle_2|PCO_exi_libelle_2|Off_date_creation|Off_date_modification|OST_poste_restant_nb|Off_client_final_siret|Off_client_final_nom|Off_etab_enseigne|Par_URL_offre|Col_cle|Col_nom|Col_URL_offre
668869|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"le Mercredi. Garde un enfant (10 ans) la journée + Un adolescent (12 ans) à récupérer au collège et à garder l&#39;après-midi. Préparer le repas. Aide aux devoirs. garde occasionnel le soir."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||07186||70||||01||||||||||||||14/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668869|||
668882|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Dynamique et sérieux je recherche des enfants à garder j&#39;ai effectué de nombreux stages en garderie, créche et centre de loisirs. Je possède le BAFA et le SCp1"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||72181||72||||01||||||||||||||15/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668882|||
668888|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"bonjourje souhaite une personne de 7h35 à17h15 aussi pour porter mes enfants  a l&#39;école et préparation du repas ect"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||33||||01||||||||||||||18/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668888|||
668889|FEPEM|FEPEM|K1302|11255|"Assistant / Assistante de vie"|"Recherche auxiliaire de vie pour s&#39;occuper de ma mère de 69ans hospitalisé à domicile"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||83904||83||||01||||||||||||||16/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668889|||
668905|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"recherche personne pour garder ma fille de 4ans à mon domicile , à partir de 4h30 à 7h30, 3 jours 1 semaine sur 2.Permis et véhicule indispensable . Déclaration pajemploie"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||79203||79||||01||||||||||||||17/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668905|||
668907|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|"Recherche employée de maison pour 2 heures par semaine, le vendredi à partir de 16h00"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||94081||94||||01||||||||||||||17/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668907|||
668910|FEPEM|FEPEM|A1203|16067|"Jardinier / Jardinière"|"j effectue divers travaux chez les ala demande je suis serieux dynamique  avec experience"|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||24138||24||||01||||||||||||||19/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668910|||
668911|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Cherche nounou pour s&#39;occuper des enfants de 7 à 8h10 et les conduire à l&#39;école (8h20). Les reprendre à 15h30 ou 17h si TAP et s&#39;en occuper jusque 19h. + Ménage, repas et repassage"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||69046||69||||01||||||||||||||17/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668911|||
668922|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"BonjourNous sommes parents de deux enfants de 21 mois et 7 ans.Nous recherchons une garde à domicile pour quelques heures par semaine pour cette année  évolutif dès l&#39;année prochaine."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||01244||18||||01||||||||||||||18/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668922|||
668923|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|urgent|||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||20004||20||||01||||||||||||||18/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668923|||
668928|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Recherche personne pour sortie d&#39;école Lundi, mardi jeudi :17h30-18h30Mercredi 13h30-18h30Vendredi 16h30-17h30"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||75100||75||||01||||||||||||||18/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668928|||
668935|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Bonjour,  Je suis une infirmiere qui travaille la nuit, Je recherche une femme pour la garde de mes trois filles (5,10 et 13 ans) de 18 h a 8 h. Ceci environ 3 nuit par semaine parfois le WE or vacances scolaires."|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||66104||66||||01||||||||||||||19/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668935|||
668940|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"BonjourJe suis à la recherche d&#39;un baby-sitter urgemment.êtes vous intéressez? merci de me répondre pour plus de détails.Bien à vous."|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||69300||69||||01||||||||||||||19/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668940|||
668944|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Recherche garde  pour mes 2 enfants 6 ans et 15 mois en périscolaire les lundis, mardis soir de 17 h à 19 h et le mercredi de 12 h 30 à 14 h30"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||06065||66||||01||||||||||||||19/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668944|||
668954|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Horaires de 6h à 14h une semaine et une semaine de 12h à 20h peut être modifier 4jour par semaine véhicule exiger"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||57||||01||||||||||||||19/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668954|||
668970|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"je suis une jeune dame letton qui recherche des travailleurs des personne qui pourrons assurer la garde de mes enfants à la maison les accompagné et les ramener de l&#39;école tous les jours douche et devoir si possible ."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||97302||97||||01||||||||||||||19/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668970|||
668988|FEPEM|FEPEM|K2107|18173|"Professeur / Professeure en soutien scolaire"|"Recherche   personne qualifiée pour soutien scolaire à mon domicile pour un enfant de CP."|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||78297||78||||01||||||||||||||21/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=668988|||
669001|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"bonjourJe recherche quelqu&#39;un pour aller chercher/ accompagner mes filles de 5 et 3 ans à l école les lundis et vendredis de 7h à 8h   et jeudis de 18h15 a 21h15"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||44109||44||||01||||||||||||||21/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669001|||
669002|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|"Nous proposons 3 heures de ménage par semaine en une fois. Nous réglons les prestations par chèque emploi service. Nous demeurons près du métro terminus Gallieni (ligne n•3)."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||93006||93||||01||||||||||||||21/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669002|||
669018|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|"je recherche une personne pour entretenir ma maison et éventuellement faire du repassage pour 4 à 6 heures par semaine obligatoirement lundi et/ou vendredi matins"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||89276||89||||01||||||||||||||22/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669018|||
669025|FEPEM|FEPEM|K1302|15207|Garde-malade|"Je souhaite travaillee en temps partielle J&#39;ai le brevet des collèges"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||59659||59||||01||||||||||||||22/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669025|||
669026|FEPEM|FEPEM|K2107|18173|"Professeur / Professeure en soutien scolaire"|"Bonjour, Je suis en formation CAP patissier, je souhaiterais travailler en tant que professeur à domicile pour les primaires.Mes horairesMardi: 17h30-18h30 soit 18h-19hMercredi: 16h45-17h45Jeudi: 17h30-18h30Vendredi 17h45 18h30"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||95127||95||||01||||||||||||||22/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669026|||
669043|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Recherche garde d&#39;enfants H/F dynamique, créative et responsable pour 3 enfants (2-3 et 8).Venir les chercher à la crèche, l&#39;école et les garder à notre domicile de 16h à 18h sauf le mercredi.Un véhicule est indispensable."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||78466||78||||01||||||||||||||23/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669043|||
669050|FEPEM|FEPEM|K1302|11255|"Assistant / Assistante de vie"|"Personne de confiance logee nourrie + salaire pour prendre soin d&#39;une personne agee. Bastia"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||20033||20||||01||||||||||||||24/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669050|||
669051|FEPEM|FEPEM|K1302|15207|Garde-malade|"9h30/11h30 et 15h/17h  sauf le dimancheNotre père est aveugle et atteint de la maladie d&#39;Alzheimer. Soulager notre mère en s&#39;occupant de notre père"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||13002||13||||01||||||||||||||24/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669051|||
669062|FEPEM|FEPEM|K1302|15207|Garde-malade|"Bonjour je me présente je m&#39;apel laurene j&#39;ai 26ans, je me suis deja occuper de personne fragiliser et cela ma beaucoup plus  . Je suis très ponctuel dynamique et surtout motivée pour travailler ."|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||11262||11||||01||||||||||||||25/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669062|||
669084|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|"Désolée, le poste est pourvu.    Ce n&#39;est plus la peine de me contacter."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||78||||01||||||||||||||06/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669084|||
669086|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Recherchons garde d&#39;enfants expérimentée, à l&#39;écoute, aimante et responsable, ayant l&#39;expérience des moins de 1 an et des 2 à 3 ans."|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||75100||75||||01||||||||||||||26/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669086|||
669091|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|Urgent|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||20004||20||||01||||||||||||||26/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669091|||
669096|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|urgent|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||20004||20||||01||||||||||||||26/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669096|||
669117|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|urgent|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||20004||20||||01||||||||||||||27/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669117|||
669127|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|"bonjour déja employée dans une société de nettoyage depuis plus de cinq je recherche un complément d heures chez particulier je suis disponible le lundi et ou vendredi matin. je sais être discrète ponctuelle et motivée ...merci !!"|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||59||||01||||||||||||||27/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669127|||
669137|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Nous recherchons une famille pour une garde partagée à temps plein pour un enfants de 19 mois et en périscolaire pour des jumeaux de 6 ans sur Maisons Lafitte.les horaires sont de 7h45 à 19h30 ."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||78||||01||||||||||||||28/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669137|||
669147|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"recherche nounou - 3 enfants (5,8,10 ans) - les récupérer à l&#39;école + garde à dom : 15h45 à 19h15 les lundi/mardi/jeudi/vendredi (19h30) + 8h30-19h pdt les vacances scolaires - voiture à prévoir"|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||78||||01||||||||||||||29/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669147|||
669156|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|"Notre appartement fait 90m2 (3 pièces : 2 chambres, 2 salle de bain dont 1 avec toilettes, cuisine, salon/salle a manger).Nous aimerions que une fois par semaine quelqu&#39;un passe faire le ménage."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||69300||69||||01||||||||||||||29/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669156|||
669157|FEPEM|FEPEM|A1203|16067|"Jardinier / Jardinière"|"Je recherche une personne pour tailler mes haies et en évacuer les déchets verts."|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||70207||70||||01||||||||||||||29/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669157|||
669159|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"pour commencer mi-novembre les mardi,jeudi et vendredi de 17h à 19h45 afin de récupérer un enfant de 3 ans et demi à l école ainsi que sa sœur chez la nourrice et de s&#39;en occuper jusqu&#39;à notre retour du  travail(jeux,bain et repas)"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||35||||01||||||||||||||29/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669159|||
669161|FEPEM|FEPEM|K2107|18173|"Professeur / Professeure en soutien scolaire"|"Je suis une lycéenne en seconde, et je cherche une personne qui pourrait m&#39;aider en anglais. Contactez moi:filou-gwendo@hotmail.fr"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||62907||62||||01||||||||||||||29/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669161|||
669182|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"20 ans d&#39;expérience comme assistante maternelle agréée par le conseil général de l&#39;hérault, j&#39;offre mon aide chez les parents."|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||34172||34||||01||||||||||||||30/09/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669182|||
669196|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"garde d&#39;enfant pour l’entrée a l’école et la sortie d’écolesur une semaine sur deux le lundi mardi vendredi et l&#39;autre semaine le jeudi  je recherche une personne véhiculé"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||94||||01||||||||||||||02/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669196|||
669199|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Nous recherchons une garde d&#39;enfant pour un enfant de 2 ans et un enfant de 6 ans.Les horaires sont de 10h30 à 19h30 du lundi au jeudi."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||76675||76||||01||||||||||||||02/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669199|||
669201|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Cherche une personne dynamique, sérieuse et ponctuelle pour récupérer nos 2 enfants (4 et 7 ans) à la sortie de l&#39;école (hors vacances scolaires). Lundi : 16h-18h45Mardi : 16h-18h45            Vendredi : 16h-18h45"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||92007||92||||01||||||||||||||02/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669201|||
669205|FEPEM|FEPEM|K1302|15207|Garde-malade|"en recherche d&#39;emploi comme auxiliaire de vie habillage courses menage formation des premier secour viture sans permis cotes d armor"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||22||||01||||||||||||||03/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669205|||
669209|FEPEM|FEPEM|K1302|15207|Garde-malade|"Bonjour,Mes horaires souhaités: jour et nuit Mes atouts: adaptabilité, discrétion, autonomie, sens de la relation, excellente présentation, attention à l&#39;autre."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||73008||73||||01||||||||||||||03/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669209|||
669226|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"J&#39;ai fait plusieurs garde à domicile par rapport à l&#39;agence kangourou kids ou autre. Je suis auxiliaire de puéricultrice et travaille actuellement en crèche. Je cherches des gardes le soir."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||06088||62||||01||||||||||||||04/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669226|||
669227|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Recherche gardienne à domicile pour la garde de 3enfants. Âgés de 4mois, 2ans, et 4ans dans une maison. A partir de debut 2016. Horraires décalés nons  cherchons quelqu un de flexible."|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||90025||90||||01||||||||||||||04/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669227|||
669247|FEPEM|FEPEM|K1302|11255|"Assistant / Assistante de vie"|"je suis un homme très sérieux , je suis disponible a tout moment, j&#39;aime travaillé mes coordonnées sont Ben Rjab Kamel nom numéro de téléphone est le 0644043642"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||69034||69||||01||||||||||||||04/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669247|||
669261|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Recherche personne très sérieuse pour s&#39;occuper de mon fils de 4 ans de 17h à 18h/18h30 le lundi, mardi, jeudi et vendredi à mon domicile"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||25112||25||||01||||||||||||||05/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669261|||
669268|FEPEM|FEPEM|K1303|11304|"Assistant maternel / Assistante maternelle"|"Recherche personne pour garder un bébé (3/4 mois), 6 jours par semaine entre 8h et 18h (horaires flexibles). La maitrise de l&#39;anglais serait un plus."|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||78522||78||||01||||||||||||||05/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669268|||
669269|FEPEM|FEPEM|K1302|11255|"Assistant / Assistante de vie"|"Accompagnement d&#39;un homme de 75 ans présentant quelques troubles de la mémoire, pour relayer sa femme dans la vie quotidienne et les sorties de 8h00 à 13h00 et de 16h00 à 21h00 4 ou 5 jours par semaine selon disponibilités."|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||33199||33||||01||||||||||||||05/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669269|||
669292|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|URGENT|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||29019||29||||01||||||||||||||06/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669292|||
669307|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|"Couple de retraités (80 ans) , autonomes, cherche aide ménagère pour aider à tenir l&#39;appartement en état. Apprécions la discrétion. Fournir références."|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||06079||62||||01||||||||||||||07/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669307|||
669321|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"cherche personne très sérieuse pour garder bébé de 15 mois à notre domicile du lundi au vendredi de 8h30 à 13h30 ainsi qu&#39;une enfant de 6 ans le mercredi de 8h30 à 13h30 ceci pour une période de 18 mois.Tél au 0610896959"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||72016||72||||01||||||||||||||08/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669321|||
669326|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Cherche personne pour s&#39;occuper de deux filles le matin de 07h35 à 08h35. Réveil, petit déjeuner, habillage, nettoyage et les conduire à l&#39;école"|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||76264||50||||01||||||||||||||09/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669326|||
669330|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Cherche nounou à domicile pour un petit garçon de 7 ans et une petite fille de 2 ans et demi. Soit le matin de 6h30 à 9h30 soit le soir 15h50 - 19h30 dépend de nos plannings"|2|5|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||"non renseignée"||27||||01||||||||||||||09/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669330|||
669333|FEPEM|FEPEM|K1304|14771|"Employé / Employée de maison"|"Cherche personne pour quelques heures de ménages dans le mois, expérience souhaité, proche Epernay."|5||||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||51029||51||||01||||||||||||||09/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669333|||
669342|FEPEM|FEPEM|K1303|15196|"Garde d'enfants à domicile"|"Bonjour,Nous vivons à Lyon 3 Saxe Gambetta et cherchons une nounou pour garder nos 2 garçons, un bébé de 2,5 mois et un périscolaire de 5 ans à partir du 26 janv 2017. 50H/semaine min., 8-18H."|0|2|||AN||||||||||||||||||||||||||||||||||||||||||||E1||CDI|||||||||||69300||69||||01||||||||||||||10/10/2016||||||http://www.particulieremploi.fr/compte/details_offre.php?id=669342|||
